company_name,high,low,last_price,prev_close,change,percent_gain
AB Capital,333.95,323.30,331.85,325.65,6.20,1.9
MCX India,"9,889.50","9,655.00","9,865.50","9,683.00",182.50,1.88
KPR Mill,"1,114.00","1,082.90","1,107.90","1,087.90",20.00,1.84
Carborundum,842.00,816.40,832.40,817.80,14.60,1.79
Engineers India,202.00,195.40,199.26,195.77,3.49,1.78
Jubilant Pharmo,"1,087.80","1,045.50","1,076.50","1,057.80",18.70,1.77
Eicher Motors,"7,284.50","7,135.00","7,258.50","7,134.50",124.00,1.74
Coromandel Int,"2,320.00","2,223.00","2,301.00","2,262.80",38.20,1.69
Kirloskar Bros,"1,750.10","1,655.00","1,730.50","1,702.30",28.20,1.66
Syngene Intl,646.45,630.25,639.70,629.25,10.45,1.66
JB Chemicals,"1,762.10","1,725.30","1,756.60","1,729.60",27.00,1.56
Escorts Kubota,"3,686.00","3,596.40","3,670.20","3,617.50",52.70,1.46
Astral Ltd,"1,514.90","1,438.30","1,473.20","1,452.60",20.60,1.42
eClerx Services,"4,554.60","4,400.00","4,519.00","4,457.10",61.90,1.39
Go Digit,356.95,348.70,354.70,349.85,4.85,1.39
Rainbow Child,"1,355.00","1,326.20","1,348.10","1,330.00",18.10,1.36
L&T Finance,294.60,287.35,292.55,288.70,3.85,1.33
LT Technology,"4,345.00","4,235.80","4,322.30","4,265.40",56.90,1.33
Bajaj Auto,"9,049.00","8,857.50","9,007.50","8,892.00",115.50,1.3
AWL Agri,279.00,271.40,277.60,274.10,3.50,1.28
Federal Bank,251.22,244.46,248.17,245.06,3.11,1.27
Honasa Consumer,291.50,284.30,290.35,286.70,3.65,1.27
Krishna Inst.,682.05,657.75,678.45,670.10,8.35,1.25
Persistent,"6,426.50","6,297.00","6,374.50","6,296.50",78.00,1.24
TBO Tek,"1,755.00","1,698.00","1,730.70","1,710.00",20.70,1.21
Ajanta Pharma,"2,526.30","2,474.40","2,515.20","2,485.70",29.50,1.19
Westlife Food,562.95,540.40,556.60,550.05,6.55,1.19
Kajaria Ceramic,"1,106.00","1,053.80","1,090.70","1,078.10",12.60,1.17
KEC Intl,712.00,692.55,707.25,699.20,8.05,1.15
Wipro,249.38,245.02,247.27,244.49,2.78,1.14
Star Health,499.95,481.45,496.90,491.40,5.50,1.12
Tata Tech,682.35,667.00,677.95,670.45,7.50,1.12
Max Financial,"1,686.00","1,639.80","1,679.60","1,661.50",18.10,1.09
Action Const,"1,005.00",958.60,970.80,960.40,10.40,1.08
Eris Life,"1,697.40","1,640.00","1,684.00","1,666.00",18.00,1.08
Gujarat Pipavav,182.99,177.20,179.88,177.95,1.93,1.08
AU Small Financ,935.60,913.35,925.10,915.35,9.75,1.07
Zensar Tech,724.30,704.60,716.75,709.30,7.45,1.05
Sun TV Network,543.00,534.80,542.15,536.65,5.50,1.02
V-Guard Ind,350.85,342.15,349.35,345.85,3.50,1.01
FSN E-Co Nykaa,273.07,264.20,271.16,268.52,2.64,0.98
AIA Engineering,"3,799.00","3,652.50","3,734.60","3,698.70",35.90,0.97
Torrent Pharma,"3,750.50","3,680.10","3,718.40","3,686.50",31.90,0.87
Tube Investment,"2,930.00","2,850.00","2,909.30","2,884.40",24.90,0.86
Torrent Power,"1,307.10","1,285.00","1,302.30","1,291.40",10.90,0.84
Indegene,517.85,504.85,514.30,510.05,4.25,0.83
INDUS TOWERS,404.65,396.30,400.10,397.00,3.10,0.78
Container Corp,519.45,507.45,514.95,511.20,3.75,0.73
Gujarat Gas,402.50,397.65,401.55,398.75,2.80,0.7
Godfrey Phillip,"2,935.00","2,843.00","2,907.80","2,888.20",19.60,0.68
Birlasoft,388.90,378.60,384.00,381.40,2.60,0.68
Dalmia Bharat,"2,028.00","1,986.00","2,022.80","2,009.20",13.60,0.68
KEI Industries,"4,130.40","4,080.40","4,107.80","4,080.40",27.40,0.67
MphasiS,"2,821.60","2,751.70","2,765.30","2,747.10",18.20,0.66
Sundaram Fin,"4,803.00","4,671.70","4,734.30","4,703.20",31.10,0.66
Elgi Equipments,498.45,487.15,495.85,492.75,3.10,0.63
Sonata,364.50,358.00,360.30,358.05,2.25,0.63
Canara Bank,148.59,145.84,146.67,145.77,0.90,0.62
Finolex Ind,183.50,178.46,182.82,181.73,1.09,0.6
COFORGE,"1,835.00","1,800.00","1,808.20","1,797.50",10.70,0.6
Shriram Finance,839.50,821.10,828.20,823.30,4.90,0.6
Can Fin Homes,894.00,882.30,890.20,884.95,5.25,0.59
Balrampur Chini,455.95,444.35,452.35,449.85,2.50,0.56
Techno Electric,"1,179.90","1,160.00","1,176.90","1,170.40",6.50,0.56
AstraZeneca,"9,175.00","8,941.50","9,037.00","8,988.00",49.00,0.55
Bandhan Bank,150.90,148.10,149.91,149.11,0.80,0.54
Emcure Pharmace,"1,382.90","1,345.20","1,361.90","1,354.60",7.30,0.54
Bata India,"1,010.00",996.00,"1,005.70","1,000.40",5.30,0.53
Sona BLW,512.40,499.70,505.80,503.15,2.65,0.53
Blue Star,"1,790.00","1,766.00","1,785.30","1,776.30",9.00,0.51
Intellect Desig,"1,110.80","1,077.40","1,096.30","1,091.30",5.00,0.46
SKF India,"1,988.90","1,928.00","1,969.30","1,960.20",9.10,0.46
Info Edge,"1,365.60","1,332.80","1,346.30","1,340.40",5.90,0.44
Adani Ports,"1,490.20","1,471.30","1,485.90","1,479.80",6.10,0.41
Triveni Turbine,544.40,534.05,541.55,539.35,2.20,0.41
CRISIL,"4,554.00","4,505.60","4,538.40","4,521.90",16.50,0.36
Indian Bank,863.60,851.80,854.75,851.80,2.95,0.35
Abbott India,"29,795.00","29,380.00","29,675.00","29,575.00",100.00,0.34
Aadhar Housing ,496.20,482.95,485.20,483.60,1.60,0.33
Alembic Pharma,914.50,897.10,903.75,901.00,2.75,0.31
Anand Rathi,"2,880.00","2,771.50","2,864.80","2,855.90",8.90,0.31
CenturyPlyboard,760.00,740.80,752.85,750.55,2.30,0.31
Latent View,494.15,480.00,484.35,482.95,1.40,0.29
United Spirits,"1,439.00","1,416.10","1,431.20","1,427.10",4.10,0.29
Bank of India,147.60,144.99,145.85,145.46,0.39,0.27
Jindal Stainles,770.65,734.15,754.50,752.50,2.00,0.27
Zydus Life,931.05,921.00,926.65,924.30,2.35,0.25
TATA Cons. Prod,"1,194.70","1,171.80","1,186.00","1,183.10",2.90,0.25
Whirlpool,"1,189.90","1,165.50","1,183.10","1,180.30",2.80,0.24
Bajaj Housing,106.55,105.00,105.76,105.53,0.23,0.22
Infosys,"1,585.00","1,541.00","1,548.00","1,545.00",3.00,0.19
Zee Entertain,99.45,97.00,98.25,98.06,0.19,0.19
HCL Tech,"1,640.00","1,602.90","1,610.40","1,608.00",2.40,0.15
NALCO,254.15,249.40,251.06,250.68,0.38,0.15
Bharat Forge,"1,430.10","1,402.70","1,412.20","1,410.20",2.00,0.14
Laurus Labs,988.70,974.50,979.55,978.20,1.35,0.14
Fortis Health,932.80,915.70,922.20,921.00,1.20,0.13
KNR Construct,165.56,161.45,164.09,163.89,0.20,0.12
HDFC Bank,"1,011.45",993.60,999.15,998.05,1.10,0.11
Just Dial,754.20,739.70,749.50,748.65,0.85,0.11
Schaeffler Ind,"3,996.30","3,951.00","3,974.40","3,970.30",4.10,0.1
Vodafone Idea,10.33,9.95,9.98,9.97,0.01,0.1
Asian Paints,"2,896.50","2,864.50","2,879.20","2,876.60",2.60,0.09
JK Tyre Ind,450.70,441.10,446.85,446.45,0.40,0.09
Union Bank,152.60,150.51,150.99,150.89,0.10,0.07
Amara Raja,958.50,940.20,954.40,953.80,0.60,0.06
Sun Pharma,"1,785.90","1,771.80","1,780.80","1,779.70",1.10,0.06
Ramco Cements,"1,020.90","1,006.00","1,011.00","1,010.50",0.50,0.05
Britannia,"5,849.00","5,785.00","5,815.50","5,813.00",2.50,0.04
Capri Global,193.00,189.13,190.74,190.67,0.07,0.04
Shree Cements,"26,540.00","26,325.00","26,490.00","26,480.00",10.00,0.04
Caplin Labs,"1,939.80","1,879.20","1,919.20","1,918.80",0.40,0.02
LIC Housing Fin,548.95,543.80,545.95,545.90,0.05,0.01
Premier Energie,994.90,973.00,989.30,989.20,0.10,0.01
