company_name,high,low,last_price,prev_close,change,percent_gain
Cochin Shipyard,"1,696.00","1,609.10","1,673.90","1,608.20",65.70,4.09
Exide Ind,413.45,396.30,412.25,396.25,16.00,4.04
BSE Limited,"2,198.00","2,107.60","2,180.40","2,096.20",84.20,4.02
Westlife Food,758.80,711.50,746.70,718.05,28.65,3.99
Hind Zinc,443.00,424.00,435.90,419.25,16.65,3.97
HBL Eng,852.95,811.10,839.10,807.10,32.00,3.96
Bajaj Auto,"9,037.50","8,665.00","8,967.00","8,631.50",335.50,3.89
CCL Products,911.00,867.00,904.95,871.50,33.45,3.84
Ircon Internati,167.25,160.53,166.48,160.32,6.16,3.84
CDSL,"1,480.00","1,431.30","1,476.90","1,424.40",52.50,3.69
CAMS,"3,850.00","3,712.10","3,839.80","3,705.20",134.60,3.63
M&M,"3,324.90","3,191.10","3,315.40","3,199.50",115.90,3.62
AstraZeneca,"8,838.00","8,403.50","8,764.00","8,460.50",303.50,3.59
Craftsman,"7,200.00","6,852.50","7,159.50","6,912.50",247.00,3.57
HEG,480.75,465.15,478.45,462.00,16.45,3.56
Vijaya Diagnost,"1,050.00","1,008.20","1,043.60","1,007.80",35.80,3.55
Blue Star,"1,952.60","1,875.00","1,948.30","1,881.70",66.60,3.54
Astral Ltd,"1,412.00","1,365.80","1,407.30","1,359.80",47.50,3.49
Blue Dart,"5,827.00","5,621.00","5,802.00","5,607.50",194.50,3.47
NAVA,717.70,689.00,711.40,687.60,23.80,3.46
JK Tyre Ind,332.90,319.65,331.95,320.90,11.05,3.44
Railtel,342.00,327.35,339.40,328.20,11.20,3.41
Aegis Logistics,699.00,672.60,694.95,672.15,22.80,3.39
HUDCO,211.70,204.45,211.35,204.49,6.86,3.35
CG Power ,726.20,703.50,717.20,694.30,22.90,3.3
NCC,212.79,207.30,211.08,204.50,6.58,3.22
Havells India,"1,577.10","1,516.50","1,574.20","1,525.60",48.60,3.19
MRPL,126.99,122.25,125.87,122.02,3.85,3.16
Tata Motors,691.50,670.55,690.15,669.00,21.15,3.16
GE Shipping,961.35,922.50,956.40,927.35,29.05,3.13
REC,361.80,351.00,360.90,350.00,10.90,3.11
Zen Tech,"1,517.70","1,462.00","1,505.00","1,459.60",45.40,3.11
Hero Motocorp,"5,259.50","5,109.50","5,244.00","5,087.70",156.30,3.07
Tata Tech,679.00,652.00,677.15,657.25,19.90,3.03
NALCO,192.40,186.75,191.79,186.18,5.61,3.01
JSW Holdings,"17,988.00","17,150.00","17,920.00","17,400.00",520.00,2.99
JBM Auto,617.00,595.00,612.65,594.95,17.70,2.98
Fert and Chem,956.25,926.80,952.25,924.90,27.35,2.96
Godawari Power,249.20,237.67,239.27,232.38,6.89,2.96
KPIT Tech,"1,228.00","1,186.70","1,225.50","1,190.50",35.00,2.94
Eicher Motors,"6,292.00","6,085.00","6,280.00","6,103.00",177.00,2.9
Petronet LNG,277.85,269.70,277.30,269.50,7.80,2.89
KEI Industries,"3,934.00","3,805.60","3,920.30","3,810.60",109.70,2.88
Trent,"5,462.00","5,304.00","5,450.00","5,298.00",152.00,2.87
Rashtriya Chem,154.68,149.30,153.17,148.93,4.24,2.85
Shipping Corp,218.52,212.29,217.52,211.50,6.02,2.85
Torrent Power,"1,311.90","1,237.10","1,262.00","1,227.30",34.70,2.83
IFCI,53.49,51.25,52.52,51.08,1.44,2.82
GNFC,539.00,524.50,537.45,522.75,14.70,2.81
UNO Minda,"1,320.70","1,285.90","1,314.60","1,279.00",35.60,2.78
Praj Industries,406.75,391.00,402.15,391.30,10.85,2.77
Akums Drugs P,470.85,456.00,466.80,454.25,12.55,2.76
Voltas,"1,426.10","1,367.10","1,411.90","1,374.00",37.90,2.76
MRF,"145,500.00","140,955.00","144,835.00","140,955.00","3,880.00",2.75
Muthoot Finance,"2,727.00","2,651.20","2,710.00","2,637.80",72.20,2.74
Asahi India,870.95,838.40,858.95,836.30,22.65,2.71
Sagility India,45.33,43.76,45.05,43.87,1.18,2.69
Union Bank,128.40,125.50,128.16,124.82,3.34,2.68
Finolex Cables,844.00,820.70,842.15,820.25,21.90,2.67
IIFL Finance,440.65,431.40,439.00,427.60,11.40,2.67
Olectra Greente,"1,590.90","1,534.40","1,583.10","1,542.20",40.90,2.65
Lemon Tree,170.95,165.31,170.22,165.83,4.39,2.65
Sterling Wilson,268.40,261.35,266.90,260.00,6.90,2.65
Berger Paints,548.90,532.80,547.00,533.00,14.00,2.63
JSW Energy,501.90,488.00,501.10,488.45,12.65,2.59
NLC India,231.44,224.95,230.99,225.15,5.84,2.59
Power Finance,391.00,379.75,389.55,379.70,9.85,2.59
PB Fintech,"1,821.80","1,765.90","1,816.40","1,770.80",45.60,2.58
ABB India,"5,140.50","5,017.60","5,127.40","4,999.00",128.40,2.57
Angel One,"2,276.00","2,195.00","2,266.60","2,209.80",56.80,2.57
CESC,157.19,152.33,156.04,152.19,3.85,2.53
LT Foods,435.25,421.35,432.00,421.35,10.65,2.53
Suzlon Energy,57.98,56.57,57.86,56.43,1.43,2.53
CenturyPlyboard,768.50,746.00,765.15,746.40,18.75,2.51
Zensar Tech,794.80,769.00,787.35,768.10,19.25,2.51
L&T Finance,223.69,216.60,222.59,217.16,5.43,2.5
Oil India,401.00,388.80,400.05,390.30,9.75,2.5
HINDPETRO,385.70,376.60,385.25,375.90,9.35,2.49
Endurance Techn,"2,989.00","2,886.30","2,939.90","2,868.80",71.10,2.48
Sai Life Sci,847.70,827.10,845.10,824.70,20.40,2.47
Pidilite Ind,"3,136.30","3,056.10","3,125.40","3,050.30",75.10,2.46
Vedanta,434.90,422.80,431.00,420.65,10.35,2.46
Siemens,"3,151.30","3,064.00","3,138.90","3,063.70",75.20,2.45
TVS Motor,"3,373.70","3,280.60","3,356.20","3,276.60",79.60,2.43
R R Kabel,"1,198.70","1,170.00","1,195.60","1,167.50",28.10,2.41
One 97 Paytm,"1,239.60","1,205.00","1,235.80","1,207.00",28.80,2.39
Carborundum,937.00,907.05,933.30,911.60,21.70,2.38
Piramal Pharma,188.20,182.00,187.81,183.44,4.37,2.38
MMTC,62.55,60.79,62.23,60.79,1.44,2.37
Indian Bank,669.85,653.00,668.50,653.10,15.40,2.36
Yes Bank,19.64,19.07,19.55,19.10,0.45,2.36
Tata Elxsi,"5,384.00","5,251.00","5,357.00","5,234.00",123.00,2.35
COFORGE LTD.,"1,771.30","1,729.00","1,764.60","1,724.30",40.30,2.34
Chola Invest.,"1,455.40","1,412.30","1,453.80","1,420.70",33.10,2.33
Max Healthcare,"1,186.00","1,153.90","1,181.20","1,154.30",26.90,2.33
SBFC Finance,108.50,105.35,108.06,105.60,2.46,2.33
Supreme Ind,"4,584.00","4,473.00","4,574.80","4,471.20",103.60,2.32
Container Corp,541.05,528.60,539.55,527.35,12.20,2.31
Eternal,322.50,313.95,321.10,313.95,7.15,2.28
Ceat,"3,212.00","3,125.40","3,203.30","3,132.20",71.10,2.27
Hindustan Aeron,"4,448.60","4,323.00","4,429.60","4,332.60",97.00,2.24
Gravita India,"1,672.40","1,619.70","1,655.60","1,619.70",35.90,2.22
Hindalco,721.00,702.40,719.60,703.95,15.65,2.22
Gujarat Pipavav,154.50,148.49,152.39,149.11,3.28,2.2
APL Apollo,"1,642.00","1,592.60","1,639.80","1,604.70",35.10,2.19
Firstsource Sol,361.00,351.25,358.65,351.00,7.65,2.18
Amara Raja,"1,023.30",984.00,"1,011.70",990.25,21.45,2.17
Persistent,"5,434.00","5,315.50","5,420.00","5,305.50",114.50,2.16
Oracle Fin Serv,"8,514.00","8,325.00","8,472.50","8,293.50",179.00,2.16
SRF,"2,902.80","2,817.10","2,897.80","2,836.40",61.40,2.16
IOC,139.74,136.76,139.56,136.62,2.94,2.15
Escorts Kubota,"3,724.00","3,567.70","3,644.00","3,567.80",76.20,2.14
ONGC,239.19,233.07,238.72,233.71,5.01,2.14
BPCL,315.55,306.80,314.75,308.20,6.55,2.13
HDFC AMC,"5,590.00","5,442.00","5,579.50","5,463.00",116.50,2.13
Honasa Consumer,300.05,293.00,299.15,292.95,6.20,2.12
TITAGARH,844.00,828.10,843.00,825.50,17.50,2.12
Cohance Life,906.90,872.10,899.20,880.60,18.60,2.11
SKF India,"4,548.50","4,440.20","4,533.00","4,440.00",93.00,2.09
Cyient,"1,198.00","1,168.40","1,192.30","1,168.00",24.30,2.08
Tata Chemicals,941.90,920.35,939.85,920.70,19.15,2.08
IRFC,120.90,118.23,120.54,118.11,2.43,2.06
Abbott India,"32,315.00","31,500.00","32,130.00","31,480.00",650.00,2.06
Bosch,"40,950.00","40,010.00","40,785.00","39,960.00",825.00,2.06
Asian Paints,"2,577.80","2,515.10","2,570.20","2,518.60",51.60,2.05
IOB,38.95,37.90,38.87,38.09,0.78,2.05
SAIL,121.40,118.50,121.09,118.66,2.43,2.05
IGL,211.21,206.07,210.93,206.74,4.19,2.03
Infosys,"1,503.40","1,476.20","1,499.40","1,469.60",29.80,2.03
Shree Cements,"29,975.00","29,305.00","29,870.00","29,275.00",595.00,2.03
BHEL,213.30,209.05,212.22,208.01,4.21,2.02
Kirloskar Oil,919.00,892.40,916.40,898.45,17.95,2
Mankind Pharma,"2,526.20","2,472.00","2,520.90","2,471.40",49.50,2
NBCC (India),100.65,98.30,100.23,98.26,1.97,2
Transformers,505.05,492.35,500.00,490.20,9.80,2
Sobha,"1,462.40","1,421.50","1,458.40","1,430.00",28.40,1.99
Adani Green Ene,933.70,918.05,931.55,913.50,18.05,1.98
Bombay Burmah,"1,795.00","1,751.10","1,788.20","1,753.70",34.50,1.97
General Insuran,372.45,364.15,370.80,363.65,7.15,1.97
PI Industries,"3,775.00","3,696.00","3,767.70","3,694.80",72.90,1.97
Inox Wind,142.12,138.60,140.83,138.12,2.71,1.96
Capri Global,190.28,185.40,188.96,185.36,3.60,1.94
Mazagon Dock,"2,661.40","2,589.00","2,653.30","2,603.10",50.20,1.93
Nippon,805.30,785.45,799.75,784.75,15.00,1.91
Birlasoft,376.95,369.00,375.00,368.10,6.90,1.87
Swan Energy,455.70,440.65,452.95,444.70,8.25,1.86
Afcons Infra,429.00,419.80,425.50,417.80,7.70,1.84
Usha Martin,398.90,380.45,388.50,381.50,7.00,1.83
Solar Ind,"14,149.00","13,825.00","14,046.00","13,795.00",251.00,1.82
IndusInd Bank,754.00,741.50,752.85,739.50,13.35,1.81
Jindal Steel,965.00,943.30,962.85,945.80,17.05,1.8
Narayana Hruda,"1,795.20","1,740.60","1,785.20","1,753.80",31.40,1.79
Bharat Forge,"1,131.90","1,104.60","1,126.40","1,106.70",19.70,1.78
Kirloskar Bros,"2,009.00","1,931.60","1,976.10","1,941.60",34.50,1.78
Jubilant Pharmo,"1,054.20","1,016.70","1,041.30","1,023.10",18.20,1.78
Adani Enterpris,"2,288.00","2,252.10","2,284.20","2,244.70",39.50,1.76
Sona BLW,452.30,441.30,450.80,443.05,7.75,1.75
3M India,"31,400.00","30,510.00","31,295.00","30,760.00",535.00,1.74
CRISIL,"5,095.00","4,960.00","5,072.60","4,986.00",86.60,1.74
J. K. Cement,"7,124.50","6,988.00","7,067.50","6,946.50",121.00,1.74
Chola Fin Hold,"1,816.00","1,738.40","1,755.80","1,725.70",30.10,1.74
IRCTC,705.95,691.40,703.95,691.95,12.00,1.73
IEX,143.10,139.52,142.21,139.80,2.41,1.72
NHPC,78.97,77.70,78.56,77.23,1.33,1.72
Action Const,"1,079.00","1,052.30","1,071.50","1,053.50",18.00,1.71
Adani Ports,"1,338.50","1,316.10","1,335.30","1,312.80",22.50,1.71
Tata Power,381.00,374.15,380.55,374.15,6.40,1.71
Oberoi Realty,"1,641.80","1,604.60","1,638.20","1,610.80",27.40,1.7
UPL,730.65,711.80,727.95,715.75,12.20,1.7
Max Financial,"1,634.70","1,600.80","1,629.20","1,602.20",27.00,1.69
Varun Beverages,496.90,480.85,495.35,487.15,8.20,1.68
Power Grid Corp,280.60,276.00,279.85,275.25,4.60,1.67
GAIL,176.16,172.86,175.94,173.07,2.87,1.66
Welspun Living,111.56,109.08,111.14,109.32,1.82,1.66
Minda Corp,515.40,498.05,507.10,498.85,8.25,1.65
Tech Mahindra,"1,509.90","1,485.00","1,505.50","1,481.40",24.10,1.63
Bajaj Housing,113.30,111.34,113.03,111.24,1.79,1.61
IDBI Bank,87.40,86.09,87.05,85.67,1.38,1.61
Bharat Dynamics,"1,463.50","1,432.00","1,458.70","1,435.70",23.00,1.6
Global Health,"1,407.90","1,368.10","1,396.00","1,374.00",22.00,1.6
Bata India,"1,122.90","1,095.90","1,115.50","1,098.10",17.40,1.58
Bajaj Finserv,"1,946.00","1,913.00","1,943.50","1,913.50",30.00,1.57
Dr Reddys Labs,"1,285.00","1,260.10","1,279.90","1,260.10",19.80,1.57
HFCL,71.75,70.11,71.33,70.23,1.10,1.57
Nestle,"1,176.00","1,156.20","1,174.40","1,156.20",18.20,1.57
CG Consumer,336.40,331.05,335.15,330.00,5.15,1.56
FSN E-Co Nykaa,234.50,230.75,233.73,230.15,3.58,1.56
Axis Bank,"1,064.00","1,047.60","1,061.50","1,045.20",16.30,1.56
Central Bank,35.17,34.52,35.05,34.52,0.53,1.54
Aditya Birla Re,"1,789.00","1,745.20","1,777.20","1,750.20",27.00,1.54
Shree Renuka,28.95,28.28,28.79,28.36,0.43,1.52
Alkyl Amines,"2,045.00","1,999.90","2,035.80","2,005.50",30.30,1.51
Himadri Special,456.80,447.40,452.65,445.90,6.75,1.51
KNR Construct,196.50,190.95,193.77,190.88,2.89,1.51
Timken,"2,945.00","2,868.60","2,931.90","2,888.20",43.70,1.51
Emami,583.15,571.50,582.15,573.60,8.55,1.49
ICICI Prudentia,609.95,599.40,608.80,599.85,8.95,1.49
LIC Housing Fin,564.05,554.10,563.40,555.20,8.20,1.48
Syngene Intl,637.15,622.10,635.15,625.90,9.25,1.48
Balkrishna Ind,"2,332.00","2,267.00","2,323.00","2,289.40",33.60,1.47
RBL Bank,266.95,259.05,264.90,261.05,3.85,1.47
UltraTechCement,"12,852.00","12,636.00","12,826.00","12,640.00",186.00,1.47
Bank of India,112.10,110.68,111.89,110.29,1.60,1.45
Fortis Health,928.00,914.30,924.65,911.50,13.15,1.44
Shriram Finance,590.20,578.60,588.60,580.25,8.35,1.44
Indian Renew,142.74,140.76,142.51,140.50,2.01,1.43
BEML,"3,940.00","3,847.00","3,893.50","3,839.40",54.10,1.41
Cummins,"3,907.10","3,814.60","3,880.10","3,826.20",53.90,1.41
New India Assur,191.34,187.62,190.91,188.26,2.65,1.41
IDFC First Bank,69.09,67.57,68.94,67.99,0.95,1.4
MM Financial,258.45,253.50,257.50,253.95,3.55,1.4
PNB,102.45,100.95,102.29,100.88,1.41,1.4
Graphite India,522.00,514.45,517.90,510.80,7.10,1.39
Engineers India,202.60,196.08,201.08,198.34,2.74,1.38
Network 18,53.90,52.89,53.56,52.83,0.73,1.38
Deepak Fert,"1,415.00","1,383.20","1,406.40","1,387.80",18.60,1.34
Kajaria Ceramic,"1,239.00","1,209.30","1,225.80","1,209.60",16.20,1.34
Bajaj Finance,894.80,877.85,889.35,877.85,11.50,1.31
Coromandel Int,"2,349.00","2,280.00","2,339.40","2,309.10",30.30,1.31
UCO Bank,28.68,27.92,28.57,28.20,0.37,1.31
Hind Copper,234.00,228.10,232.82,229.90,2.92,1.27
Intellect Desig,992.15,971.00,989.60,977.20,12.40,1.27
JK Bank,100.57,99.00,100.18,98.92,1.26,1.27
Canara Bank,105.26,104.00,105.14,103.83,1.31,1.26
Guj State Petro,298.00,287.55,293.55,289.90,3.65,1.26
HDFC Life,785.00,771.50,781.80,772.05,9.75,1.26
Redington,245.20,236.20,243.89,240.85,3.04,1.26
Jindal Saw,200.83,197.80,199.78,197.29,2.49,1.26
DLF,750.00,737.00,748.30,739.05,9.25,1.25
360 ONE WAM,"1,040.00","1,013.30","1,030.80","1,018.10",12.70,1.25
Lodha Developer,"1,210.70","1,180.00","1,207.20","1,192.30",14.90,1.25
LTIMindtree,"5,215.00","5,114.50","5,197.00","5,133.50",63.50,1.24
NTPC Green Ener,104.56,102.32,104.23,102.95,1.28,1.24
Whirlpool,"1,323.50","1,286.20","1,316.70","1,300.60",16.10,1.24
Jupiter Wagons,323.50,317.00,321.45,317.55,3.90,1.23
KEC Intl,819.00,805.00,818.05,808.10,9.95,1.23
Bharat Elec,375.25,367.55,373.90,369.40,4.50,1.22
Colgate,"2,375.40","2,320.00","2,360.20","2,331.80",28.40,1.22
Delhivery,477.35,459.05,473.75,468.05,5.70,1.22
Biocon,353.40,346.80,352.55,348.35,4.20,1.21
Sammaan Capital,126.02,123.50,125.43,123.96,1.47,1.19
NMDC,69.73,68.83,69.62,68.80,0.82,1.19
Apollo Tyres,471.50,463.25,467.60,462.20,5.40,1.17
Kalyan Jeweller,511.50,502.05,510.05,504.15,5.90,1.17
Godrej Consumer,"1,265.60","1,232.30","1,256.80","1,242.60",14.20,1.14
Netweb,"2,265.00","2,200.10","2,232.80","2,207.60",25.20,1.14
AIA Engineering,"3,100.00","3,046.50","3,090.60","3,056.30",34.30,1.12
GMR Airports,87.42,86.07,87.03,86.07,0.96,1.12
Ramco Cements,"1,068.00","1,038.50","1,058.50","1,046.80",11.70,1.12
Mah Seamless,653.10,640.00,648.65,641.45,7.20,1.12
Page Industries,"44,890.00","44,135.00","44,820.00","44,335.00",485.00,1.09
Tata Steel,156.36,153.70,156.17,154.48,1.69,1.09
RamkrishnaForge,575.15,564.05,572.65,566.55,6.10,1.08
Castrol,200.07,196.55,199.33,197.23,2.10,1.06
BLS Internation,372.80,366.10,370.55,366.70,3.85,1.05
Prestige Estate,"1,584.80","1,540.80","1,578.20","1,561.80",16.40,1.05
Raymond Life,"1,128.00","1,108.80","1,117.50","1,105.90",11.60,1.05
Clean Science,"1,198.60","1,167.50","1,186.70","1,174.50",12.20,1.04
Mahanagar Gas,"1,270.00","1,254.00","1,264.80","1,251.80",13.00,1.04
Adani Power,615.00,603.20,606.85,600.65,6.20,1.03
Nuvama Wealth,"6,487.00","6,313.50","6,449.50","6,384.00",65.50,1.03
Balrampur Chini,550.00,533.95,541.65,536.20,5.45,1.02
Zydus Life,998.10,987.00,991.05,981.05,10.00,1.02
Grasim,"2,816.80","2,773.40","2,803.90","2,775.60",28.30,1.02
PNB Housing Fin,763.50,751.05,761.25,753.60,7.65,1.02
Motherson SWI,42.13,41.61,41.98,41.56,0.42,1.01
Info Edge,"1,377.80","1,346.20","1,371.70","1,358.10",13.60,1
Finolex Ind,216.88,209.86,214.01,211.92,2.09,0.99
RHI Magnesita,482.50,475.10,478.70,474.00,4.70,0.99
Federal Bank,194.10,191.71,193.58,191.71,1.87,0.98
TATA Cons. Prod,"1,077.00","1,057.00","1,075.70","1,065.40",10.30,0.97
ZFCVINDIA,"14,249.00","14,081.00","14,212.00","14,075.00",137.00,0.97
NTPC,331.60,328.00,330.70,327.55,3.15,0.96
Newgen Software,898.00,884.00,891.60,883.20,8.40,0.95
ICICI Bank,"1,412.40","1,398.10","1,411.00","1,397.80",13.20,0.94
Anant Raj,527.00,515.55,521.15,516.35,4.80,0.93
Chalet Hotels,"1,023.90",998.40,"1,019.70","1,010.30",9.40,0.93
HCL Tech,"1,472.50","1,446.00","1,468.40","1,454.80",13.60,0.93
Indegene,549.95,536.00,547.35,542.30,5.05,0.93
ACC,"1,821.00","1,805.10","1,818.40","1,801.80",16.60,0.92
Phoenix Mills,"1,524.90","1,486.10","1,517.10","1,503.20",13.90,0.92
Apar Ind,"7,820.00","7,701.50","7,802.00","7,732.00",70.00,0.91
Patanjali Foods,"1,803.00","1,775.70","1,793.80","1,777.60",16.20,0.91
SBI Card,813.50,797.75,810.85,803.50,7.35,0.91
Sonata,363.95,352.00,354.00,350.85,3.15,0.9
TCS,"3,131.10","3,090.00","3,112.60","3,084.70",27.90,0.9
IRB Infra,43.46,42.83,43.28,42.90,0.38,0.89
PCBL Chemical,378.50,370.30,374.85,371.55,3.30,0.89
Chambal Fert,547.10,538.45,544.85,540.10,4.75,0.88
JSW Steel,"1,038.60","1,026.10","1,035.50","1,026.60",8.90,0.87
Niva Bupa Healt,83.00,81.52,82.23,81.52,0.71,0.87
Bikaji Foods,809.00,787.20,797.10,790.30,6.80,0.86
GlaxoSmithKline,"2,818.50","2,757.10","2,808.50","2,785.00",23.50,0.84
Ashok Leyland,128.51,125.85,128.03,126.98,1.05,0.83
Coal India,378.60,375.10,377.90,374.80,3.10,0.83
JSW Infra,300.00,296.50,298.45,296.00,2.45,0.83
LIC India,864.95,852.15,859.15,852.15,7.00,0.82
Apollo Hospital,"7,684.50","7,595.50","7,671.50","7,610.00",61.50,0.81
Trident,27.74,27.27,27.59,27.37,0.22,0.8
Tata Comm,"1,567.90","1,540.00","1,561.00","1,548.60",12.40,0.8
AB Capital,283.80,279.45,280.05,277.85,2.20,0.79
United Spirits,"1,328.00","1,303.30","1,321.20","1,311.00",10.20,0.78
Vodafone Idea,6.63,6.46,6.54,6.49,0.05,0.77
Just Dial,819.95,808.20,815.15,808.95,6.20,0.77
Five-Star Busin,552.65,542.15,549.20,545.05,4.15,0.76
Marico,732.90,725.45,731.40,725.85,5.55,0.76
Valor Estate,172.26,167.75,170.20,168.94,1.26,0.75
Jio Financial,314.50,307.20,314.05,311.70,2.35,0.75
Polycab,"7,159.50","7,059.00","7,144.50","7,091.00",53.50,0.75
Jubilant Ing.,737.60,723.05,730.75,725.40,5.35,0.74
Welspun Corp,855.75,835.00,848.45,842.40,6.05,0.72
Jaiprakash Pow,18.86,18.39,18.52,18.39,0.13,0.71
Atul,"6,345.50","6,240.00","6,322.00","6,278.50",43.50,0.69
Aster DM Health,612.20,594.50,605.20,601.05,4.15,0.69
Ambuja Cements,569.90,563.45,567.10,563.20,3.90,0.69
Torrent Pharma,"3,604.00","3,563.10","3,584.30","3,559.80",24.50,0.69
Tanla Platforms,628.90,618.05,622.35,618.10,4.25,0.69
Bank of Baroda,235.30,233.00,234.42,232.83,1.59,0.68
Kansai Nerolac,243.40,238.07,241.63,239.99,1.64,0.68
UTI AMC,"1,317.20","1,285.50","1,297.00","1,288.50",8.50,0.66
City Union Bank,198.50,194.16,197.33,196.05,1.28,0.65
Maruti Suzuki,"14,938.00","14,654.00","14,887.00","14,791.00",96.00,0.65
Tejas Networks,593.00,582.55,587.20,583.55,3.65,0.63
Bharti Airtel,"1,904.80","1,884.20","1,900.60","1,888.80",11.80,0.62
GE Vernova TD,"2,834.30","2,744.10","2,796.50","2,779.20",17.30,0.62
Alembic Pharma,950.00,926.00,942.70,936.95,5.75,0.61
Raymond,611.55,600.40,603.15,599.60,3.55,0.59
Star Health,452.05,445.10,449.50,446.85,2.65,0.59
Home First,"1,232.90","1,212.00","1,225.60","1,218.60",7.00,0.57
DOMS Industries,"2,450.00","2,420.20","2,445.20","2,431.70",13.50,0.56
India Cements,389.30,378.70,383.65,381.50,2.15,0.56
SUMITOMO,572.50,555.20,569.20,566.15,3.05,0.54
Caplin Labs,"2,139.90","2,080.00","2,109.70","2,098.60",11.10,0.53
Devyani Int,176.80,173.19,175.15,174.22,0.93,0.53
Route,860.60,841.25,852.45,847.95,4.50,0.53
Adani Total Gas,597.75,592.40,594.15,591.10,3.05,0.52
AAVAS Financier,"1,547.60","1,521.00","1,527.90","1,520.20",7.70,0.51
Saregama India,488.90,479.20,484.70,482.30,2.40,0.5
Jubilant Food,633.70,625.70,630.90,627.75,3.15,0.5
Krishna Inst.,740.10,716.15,727.50,723.90,3.60,0.5
NMDC Steel,38.71,37.75,38.01,37.82,0.19,0.5
SJVN,94.54,93.36,94.13,93.66,0.47,0.5
AU Small Financ,727.35,716.50,721.55,718.05,3.50,0.49
Dabur India,524.55,520.05,523.65,521.10,2.55,0.49
LT Technology,"4,281.60","4,216.50","4,244.00","4,223.50",20.50,0.49
Elecon Eng,561.95,552.00,554.95,552.30,2.65,0.48
Sarda Energy,611.60,594.35,601.20,598.35,2.85,0.48
Brigade Ent,937.15,918.00,927.25,923.10,4.15,0.45
BASF,"4,690.00","4,593.70","4,629.60","4,609.40",20.20,0.44
SBI,808.30,802.65,806.05,802.50,3.55,0.44
Interglobe Avi,"5,710.00","5,582.00","5,670.00","5,646.00",24.00,0.43
Elgi Equipments,478.70,469.00,473.85,471.85,2.00,0.42
Kotak Mahindra,"1,972.80","1,955.20","1,968.60","1,960.30",8.30,0.42
Aarti Ind,379.60,375.30,377.60,376.10,1.50,0.4
Campus Active,268.80,261.00,265.35,264.30,1.05,0.4
Syrma SGS,774.00,725.10,756.30,753.25,3.05,0.4
Britannia,"5,873.00","5,779.00","5,846.50","5,824.00",22.50,0.39
Schaeffler Ind,"3,899.00","3,839.60","3,882.30","3,867.40",14.90,0.39
APTUS VALUE,323.05,317.30,318.80,317.60,1.20,0.38
Wipro,252.99,249.40,250.36,249.41,0.95,0.38
ABSL AMC,845.15,825.55,838.10,835.10,3.00,0.36
EID Parry,"1,145.70","1,097.60","1,129.90","1,125.80",4.10,0.36
Laurus Labs,869.75,854.05,860.00,856.90,3.10,0.36
Adani Energy,777.60,763.30,766.65,764.15,2.50,0.33
Natco Pharma,870.25,859.65,864.80,862.00,2.80,0.32
Can Fin Homes,725.00,715.00,719.90,717.65,2.25,0.31
Reliance Power,44.90,43.55,44.04,43.92,0.12,0.27
Triveni Turbine,522.90,511.20,520.50,519.10,1.40,0.27
Godrej Agrovet,749.75,738.05,742.25,740.30,1.95,0.26
Concord Biotech,"1,706.90","1,669.10","1,685.90","1,681.70",4.20,0.25
Sun TV Network,556.75,543.60,544.85,543.50,1.35,0.25
