company_name,high,low,last_price,prev_close,change,percent_gain
Intellect Desig,764.85,676.65,751.80,660.60,91.20,13.81
Data Patterns,"1,914.00","1,694.60","1,878.70","1,681.95",196.75,11.7
Valor Estate,198.50,176.33,192.22,174.48,17.74,10.17
Akums Drugs P,477.15,435.80,477.15,433.80,43.35,9.99
PTC Industries,"14,600.00","13,335.00","14,560.00","13,273.00","1,287.00",9.7
Mazagon Dock,"2,697.70","2,473.00","2,661.30","2,432.55",228.75,9.4
Mazagon Dock,"2,697.70","2,473.00","2,661.30","2,432.55",228.75,9.4
HFCL,82.76,77.51,82.52,76.01,6.51,8.56
Anant Raj,481.80,447.00,476.45,439.20,37.25,8.48
Kaynes Tech,"5,581.00","5,202.00","5,520.90","5,091.15",429.75,8.44
Indian Renew,168.75,158.60,166.98,154.20,12.78,8.29
Macrotech Dev,"1,216.90","1,145.00","1,214.00","1,122.60",91.40,8.14
MOTHERSON,130.05,125.00,127.63,118.23,9.40,7.95
EID Parry,845.40,787.20,842.40,780.85,61.55,7.88
360 ONE WAM,950.00,895.00,938.70,870.20,68.50,7.87
360 ONE WAM,950.00,895.00,938.70,870.20,68.50,7.87
KEC Intl,730.50,666.80,711.40,660.05,51.35,7.78
Fert and Chem,675.80,630.10,672.45,624.65,47.80,7.65
Sona BLW,466.00,450.00,462.55,430.10,32.45,7.54
Fine Organics,"4,380.00","4,040.40","4,344.70","4,040.30",304.40,7.53
BLS Internation,390.95,364.80,386.05,359.10,26.95,7.5
Home First,"1,151.20","1,061.10","1,138.10","1,059.00",79.10,7.47
Bharat Forge,"1,076.00","1,040.10","1,073.10","1,002.15",70.95,7.08
Mahindra Life,315.75,294.30,313.75,293.45,20.30,6.92
Elgi Equipments,458.00,424.00,450.95,422.15,28.80,6.82
Prestige Estate,"1,203.00","1,126.00","1,198.50","1,122.85",75.65,6.74
IndusInd Bank,741.00,693.05,735.90,689.50,46.40,6.73
Balkrishna Ind,"2,504.80","2,360.00","2,493.20","2,337.50",155.70,6.66
Supreme Ind,"3,392.00","3,206.10","3,378.50","3,168.50",210.00,6.63
UNO Minda,889.70,822.75,877.90,824.15,53.75,6.52
Sundaram Fin,"4,984.30","4,760.10","4,948.80","4,645.75",303.05,6.52
Coromandel Int,"2,270.50","2,051.00","2,194.10","2,060.00",134.10,6.51
Rashtriya Chem,133.50,126.70,133.03,124.90,8.13,6.51
Avanti Feeds,863.80,800.00,851.55,799.65,51.90,6.49
Inox Wind,162.59,155.00,161.33,151.59,9.74,6.43
Sammaan Capital,117.57,109.38,114.63,107.80,6.83,6.34
Mastek,"2,363.30","2,205.00","2,335.40","2,196.20",139.20,6.34
Star Health,385.95,362.90,383.15,360.30,22.85,6.34
DLF,663.80,630.40,662.80,623.60,39.20,6.29
Balaji Amines,"1,290.00","1,204.80","1,281.10","1,205.35",75.75,6.28
Elecon Eng,466.00,442.65,463.15,436.05,27.10,6.21
Elecon Eng,466.00,442.65,463.15,436.05,27.10,6.21
Power Finance,427.00,407.70,425.55,400.75,24.80,6.19
Indian Hotels,838.05,802.85,836.35,788.60,47.75,6.06
ZFCVINDIA,"13,289.00","12,417.00","13,204.00","12,449.20",754.80,6.06
ICICI Lombard ,"1,833.30","1,736.00","1,822.60","1,718.55",104.05,6.05
Bharat Dynamics,"1,415.00","1,335.00","1,404.90","1,325.10",79.80,6.02
Bharat Dynamics,"1,415.00","1,335.00","1,404.90","1,325.10",79.80,6.02
JK Tyre Ind,307.65,286.95,301.00,284.05,16.95,5.97
Grindwell Norto,"1,716.00","1,609.10","1,694.60","1,600.20",94.40,5.9
GSFC,186.50,177.80,185.94,175.62,10.32,5.88
Sterling Wilson,267.85,252.55,265.60,250.85,14.75,5.88
Engineers India,169.80,161.60,169.30,159.93,9.37,5.86
Ircon Internati,158.90,153.05,158.31,149.60,8.71,5.82
Ircon Internati,158.90,153.05,158.31,149.60,8.71,5.82
TITAGARH,794.00,757.05,790.15,746.95,43.20,5.78
Chola Invest.,"1,579.00","1,487.90","1,560.30","1,475.70",84.60,5.73
NALCO,152.10,144.71,151.42,143.22,8.20,5.73
Sonata,334.15,319.30,333.40,315.55,17.85,5.66
PB Fintech,"1,625.00","1,546.60","1,619.60","1,533.15",86.45,5.64
Craftsman,"4,680.10","4,377.00","4,609.10","4,364.15",244.95,5.61
IFCI,43.09,41.05,42.81,40.55,2.26,5.57
Hind Zinc,435.65,418.30,433.90,411.05,22.85,5.56
BSE Limited,"5,975.00","5,721.00","5,958.00","5,644.75",313.25,5.55
