company_name,high,low,last_price,prev_close,change,percent_gain
IRFC,156.30,127.65,153.45,132.95,20.50,15.42
NLC India,248.00,211.90,241.40,213.75,27.65,12.94
Borosil Renew,552.10,482.30,540.10,490.50,49.60,10.11
Aegis Logistics,404.00,361.10,398.90,365.55,33.35,9.12
Redington,202.75,180.10,199.05,182.65,16.40,8.98
Ircon Internati,213.45,191.80,210.90,194.25,16.65,8.57
Ircon Internati,213.45,191.80,210.90,194.25,16.65,8.57
Bombay Burmah,"1,839.95","1,644.55","1,782.70","1,656.45",126.25,7.62
Rail Vikas,256.40,223.50,245.70,229.60,16.10,7.01
Oracle Fin Serv,"7,753.10","7,198.80","7,700.85","7,198.80",502.05,6.97
360 ONE WAM,698.00,647.05,691.70,648.25,43.45,6.7
360 ONE WAM,698.00,647.05,691.70,648.25,43.45,6.7
NHPC,87.85,77.50,85.80,81.00,4.80,5.93
Vaibhav Global,467.80,424.55,463.30,437.60,25.70,5.87
Central Bank,63.95,58.40,63.30,59.95,3.35,5.59
KSB Pumps,"3,815.00","3,649.25","3,774.95","3,585.25",189.70,5.29
GMR Airports,91.15,85.80,89.85,85.60,4.25,4.96
Bank of Mah,58.50,54.30,58.00,55.30,2.70,4.88
Rattanindia Ent,82.50,76.10,82.15,78.35,3.80,4.85
Westlife Food,820.00,767.10,814.20,776.95,37.25,4.79
Blue Star,"1,212.95","1,140.25","1,205.35","1,151.55",53.80,4.67
Cochin Shipyard,853.10,795.00,842.80,805.40,37.40,4.64
Cochin Shipyard,853.10,795.00,842.80,805.40,37.40,4.64
Delhivery,440.00,418.00,438.45,419.40,19.05,4.54
Coal India,457.85,434.00,452.35,432.80,19.55,4.52
UPL,479.95,452.15,479.10,458.40,20.70,4.52
Gujarat Fluoro,"3,613.90","3,315.00","3,574.95","3,425.20",149.75,4.37
Bosch,"27,300.00","25,118.30","26,300.75","25,237.90","1,062.85",4.21
General Insuran,366.95,334.50,360.85,346.60,14.25,4.11
Hind Copper,252.55,237.00,250.80,240.95,9.85,4.09
Indiabulls Hsg,181.70,172.65,180.05,173.05,7.00,4.05
ITI,315.05,284.15,292.65,281.25,11.40,4.05
Triveni Turbine,451.95,420.05,445.55,428.35,17.20,4.02
KPIL,930.00,848.90,900.05,866.15,33.90,3.91
Sun Pharma Adv,356.90,325.10,354.35,341.20,13.15,3.85
Go Fashion,"1,200.00","1,128.10","1,195.20","1,150.95",44.25,3.84
Chola Invest.,"1,150.00","1,103.00","1,141.70","1,101.55",40.15,3.64
Sharda Crop,384.75,362.30,380.80,367.65,13.15,3.58
HDFC AMC,"3,779.00","3,623.20","3,764.80","3,636.25",128.55,3.54
Petronet LNG,268.05,255.75,266.00,257.00,9.00,3.5
FDC,448.00,425.05,446.80,431.90,14.90,3.45
IDBI Bank,86.05,80.65,84.60,81.85,2.75,3.36
Usha Martin,334.75,308.85,332.90,322.30,10.60,3.29
Kansai Nerolac,316.20,301.40,314.50,304.50,10.00,3.28
Suven Pharma,672.85,634.95,656.35,635.55,20.80,3.27
PNB,123.50,115.70,122.10,118.25,3.85,3.26
IEX,145.10,138.15,144.50,140.00,4.50,3.21
Relaxo Footwear,874.50,837.50,867.70,841.75,25.95,3.08
Shriram Finance,"2,343.50","2,235.25","2,330.65","2,262.25",68.40,3.02
Capri Global,930.00,895.00,926.75,899.90,26.85,2.98
Sanofi India,"8,999.00","8,620.05","8,958.30","8,705.55",252.75,2.9
RBL Bank,255.50,241.60,250.75,243.75,7.00,2.87
HFCL,97.35,89.95,96.70,94.05,2.65,2.82
Natco Pharma,864.90,829.60,856.90,833.50,23.40,2.81
Alkem Lab,"5,315.60","5,160.00","5,293.45","5,149.35",144.10,2.8
Poonawalla Fin,486.10,468.80,483.60,470.55,13.05,2.77
UCO Bank,58.10,52.30,56.60,55.10,1.50,2.72
KEC Intl,675.00,641.30,672.70,655.00,17.70,2.7
DLF,831.95,799.05,829.35,807.60,21.75,2.69
Hindustan Aeron,"2,933.00","2,824.85","2,922.60","2,846.05",76.55,2.69
Hindustan Aeron,"2,933.00","2,824.85","2,922.60","2,846.05",76.55,2.69
Asahi India,542.75,511.05,534.20,520.30,13.90,2.67
Max Healthcare,910.00,872.10,899.10,875.90,23.20,2.65
Tanla Platforms,988.90,935.85,978.45,953.20,25.25,2.65
KEI Industries,"3,326.80","3,180.00","3,305.25","3,220.65",84.60,2.63
NCC,219.75,205.55,218.30,212.70,5.60,2.63
Krishna Inst.,"2,199.40","2,123.90","2,184.10","2,128.25",55.85,2.62
City Union Bank,135.00,130.10,134.20,130.80,3.40,2.6
Olectra Greente,"2,034.75","1,847.05","1,995.70","1,946.40",49.30,2.53
Ceat,"2,787.85","2,631.15","2,764.75","2,696.90",67.85,2.52
JK Paper,391.95,377.50,390.25,380.65,9.60,2.52
Metropolis,"1,734.25","1,645.60","1,708.90","1,667.40",41.50,2.49
Engineers India,210.15,192.15,206.45,201.45,5.00,2.48
Lakshmi Machine,"13,992.00","13,544.40","13,948.90","13,616.60",332.30,2.44
REC,468.25,446.00,464.45,453.55,10.90,2.4
ICICI Bank,"1,027.05","1,000.30","1,019.80",996.10,23.70,2.38
L&T Finance,171.10,164.70,170.60,166.75,3.85,2.31
Voltas,"1,105.50","1,070.50","1,100.15","1,075.35",24.80,2.31
Axis Bank,"1,075.55","1,044.80","1,070.75","1,046.70",24.05,2.3
Alembic Pharma,"1,007.85",947.50,993.55,971.35,22.20,2.29
Birlasoft,845.60,801.70,843.15,824.45,18.70,2.27
Godrej Ind,820.00,776.65,815.40,797.40,18.00,2.26
Siemens,"4,499.80","4,118.00","4,313.20","4,218.35",94.85,2.25
NMDC Steel,60.35,57.30,59.35,58.05,1.30,2.24
Poly Medicure,"1,558.50","1,480.00","1,549.75","1,515.80",33.95,2.24
Havells India,"1,366.40","1,315.05","1,362.65","1,333.10",29.55,2.22
SBI Life Insura,"1,475.85","1,428.20","1,467.60","1,436.00",31.60,2.2
Finolex Ind,222.30,212.90,218.80,214.20,4.60,2.15
HDFC Life,594.00,574.70,589.55,577.20,12.35,2.14
