company_name,high,low,last_price,prev_close,change,percent_gain
Delhivery,369.80,354.75,366.60,358.00,8.60,2.4
AFFLE 3I,"1,785.00","1,730.00","1,776.40","1,735.60",40.80,2.35
Max Healthcare,"1,159.60","1,122.40","1,151.60","1,125.20",26.40,2.35
Inox India,"1,228.90","1,200.00","1,221.90","1,193.95",27.95,2.34
Techno Electric,"1,468.80","1,419.80","1,442.00","1,409.80",32.20,2.28
Fortis Health,735.00,702.00,722.35,706.30,16.05,2.27
360 ONE WAM,"1,040.00","1,002.65","1,019.50",997.45,22.05,2.21
360 ONE WAM,"1,040.00","1,002.65","1,019.50",997.45,22.05,2.21
IRFC,143.35,138.21,142.02,138.95,3.07,2.21
LT Finance,176.20,170.46,175.00,171.29,3.71,2.17
Global Health,"1,218.00","1,184.60","1,213.20","1,188.20",25.00,2.1
Bank of Baroda,256.25,250.20,254.77,249.55,5.22,2.09
Adani Power,559.90,545.00,555.10,543.80,11.30,2.08
Federal Bank,207.15,201.71,206.25,202.06,4.19,2.07
Ircon Internati,198.00,192.51,194.87,190.91,3.96,2.07
Ircon Internati,198.00,192.51,194.87,190.91,3.96,2.07
NCC,236.75,229.75,235.91,231.19,4.72,2.04
Hind Copper,253.59,242.91,252.43,247.51,4.92,1.99
Aditya Birla F,87.80,85.45,87.56,85.85,1.71,1.99
EIH,380.50,370.65,376.90,369.60,7.30,1.98
JSW Energy,501.40,484.10,497.55,487.95,9.60,1.97
United Spirits,"1,551.30","1,511.00","1,549.20","1,520.10",29.10,1.91
Nuvama Wealth,"7,349.00","7,120.00","7,331.00","7,194.50",136.50,1.9
United Brewerie,"2,018.80","1,970.00","2,014.00","1,976.80",37.20,1.88
Escorts Kubota,"3,422.40","3,305.00","3,383.60","3,321.70",61.90,1.86
TITAGARH,918.00,865.55,907.90,891.60,16.30,1.83
Canara Bank,117.40,114.30,116.84,114.76,2.08,1.81
Canara Bank,117.40,114.30,116.84,114.76,2.08,1.81
Indian Hotels,787.50,765.45,783.60,769.85,13.75,1.79
Thermax,"3,475.00","3,405.10","3,448.70","3,388.20",60.50,1.79
JK Bank,106.70,104.00,105.64,103.80,1.84,1.77
GMR Airports,85.85,83.66,85.54,84.08,1.46,1.74
Intellect Desig,"1,197.90","1,168.80","1,192.80","1,172.55",20.25,1.73
Ajanta Pharma,"2,561.00","2,506.90","2,554.00","2,510.80",43.20,1.72
Britannia,"5,722.00","5,511.50","5,605.00","5,510.50",94.50,1.71
Firstsource Sol,388.85,369.60,377.80,371.45,6.35,1.71
Praj Industries,490.60,479.40,488.10,479.95,8.15,1.7
Godrej Prop,"2,294.40","2,205.40","2,281.60","2,243.80",37.80,1.68
HFCL,90.67,86.83,89.06,87.59,1.47,1.68
M&M,"3,038.50","2,962.30","3,025.90","2,976.80",49.10,1.65
Piramal Enter,"1,130.00","1,102.00","1,126.50","1,108.20",18.30,1.65
Torrent Power,"1,399.70","1,365.30","1,396.50","1,374.00",22.50,1.64
Vishal Mega Mar,127.20,124.28,126.71,124.66,2.05,1.64
Godawari Power,195.85,190.06,193.59,190.48,3.11,1.63
Godawari Power,195.85,190.06,193.59,190.48,3.11,1.63
DLF,814.60,789.65,810.70,797.85,12.85,1.61
Guj Mineral,369.50,358.05,363.05,357.30,5.75,1.61
Mah Seamless,710.90,690.15,702.55,691.45,11.10,1.61
Vodafone Idea,7.10,6.90,7.03,6.92,0.11,1.59
Timken,"3,269.90","3,101.70","3,174.10","3,124.60",49.50,1.58
Bajaj Housing,124.40,121.36,123.91,122.00,1.91,1.57
Cummins,"3,325.00","3,222.60","3,319.30","3,268.10",51.20,1.57
Patanjali Foods,"1,723.50","1,676.60","1,697.20","1,671.30",25.90,1.55
BLS Internation,418.35,403.00,412.70,406.55,6.15,1.51
Bandhan Bank,175.21,169.53,172.75,170.19,2.56,1.5
City Union Bank,199.60,193.32,198.64,195.70,2.94,1.5
Kajaria Ceramic,"1,059.70","1,030.00","1,055.20","1,039.75",15.45,1.49
Neuland Lab,"11,831.00","11,412.00","11,674.00","11,503.00",171.00,1.49
Premier Energie,"1,085.00","1,046.00","1,077.30","1,061.60",15.70,1.48
Emcure Pharmace,"1,354.00","1,327.40","1,349.50","1,329.90",19.60,1.47
MCX India,"6,771.50","6,561.00","6,699.00","6,602.00",97.00,1.47
Gland,"1,622.00","1,571.10","1,611.80","1,588.60",23.20,1.46
Campus Active,299.60,288.05,295.90,291.68,4.22,1.45
Supreme Ind,"4,230.00","4,120.10","4,206.20","4,146.20",60.00,1.45
Gravita India,"1,864.90","1,819.60","1,855.80","1,829.90",25.90,1.42
SignatureGlobal,"1,234.10","1,211.00","1,229.20","1,212.20",17.00,1.4
Honeywell Autom,"39,495.00","38,635.00","39,070.00","38,530.00",540.00,1.4
Sobha,"1,478.00","1,425.10","1,452.90","1,433.00",19.90,1.39
Jupiter Wagons,404.50,391.75,400.65,395.20,5.45,1.38
SJVN,98.70,95.11,97.63,96.30,1.33,1.38
SBFC Finance,116.20,110.21,114.48,112.92,1.56,1.38
Transformers,540.50,519.00,528.80,521.60,7.20,1.38
IRCTC,771.00,749.55,766.35,756.00,10.35,1.37
Sun TV Network,645.30,616.75,638.30,629.65,8.65,1.37
LT Foods,459.70,438.05,445.90,439.90,6.00,1.36
MRF,"141,400.00","137,010.00","140,750.00","138,865.00","1,885.00",1.36
Tanla Platforms,634.00,611.00,627.95,619.55,8.40,1.36
UPL,637.50,620.75,636.35,627.90,8.45,1.35
Gujarat Pipavav,161.30,157.38,158.25,156.15,2.10,1.34
Jyoti CNC Auto,"1,330.00","1,275.00","1,312.90","1,295.60",17.30,1.34
SRF,"2,903.70","2,819.20","2,898.90","2,861.00",37.90,1.32
Max Financial,"1,533.40","1,496.60","1,522.30","1,502.70",19.60,1.3
Bharat Forge,"1,264.00","1,230.00","1,256.90","1,240.90",16.00,1.29
CESC,164.80,162.16,164.50,162.40,2.10,1.29
TATA Cons. Prod,"1,125.00","1,099.20","1,120.40","1,106.30",14.10,1.27
Oberoi Realty,"1,784.00","1,721.60","1,768.10","1,746.30",21.80,1.25
NMDC Steel,38.70,37.50,38.56,38.09,0.47,1.23
Godrej Ind,"1,207.00","1,171.90","1,199.00","1,184.70",14.30,1.21
Eternal,243.00,236.11,241.20,238.31,2.89,1.21
Varun Beverages,484.80,475.20,481.65,475.95,5.70,1.2
Varun Beverages,484.80,475.20,481.65,475.95,5.70,1.2
Varun Beverages,484.80,475.20,481.65,475.95,5.70,1.2
UNO Minda,"1,037.90","1,005.50","1,018.50","1,006.65",11.85,1.18
Solar Ind,"16,340.00","16,057.00","16,294.00","16,104.00",190.00,1.18
NBCC (India),127.49,123.00,124.80,123.36,1.44,1.17
SAIL,131.51,126.43,130.69,129.18,1.51,1.17
CreditAccess Gr,"1,165.00","1,105.00","1,157.70","1,144.50",13.20,1.15
Schneider Infra,771.00,738.20,760.80,752.15,8.65,1.15
Power Grid Corp,293.65,288.40,293.05,289.75,3.30,1.14
Ramco Cements,994.80,964.00,986.95,975.95,11.00,1.13
Olectra Greente,"1,261.00","1,233.30","1,243.40","1,229.60",13.80,1.12
Shree Renuka,33.60,32.43,33.18,32.82,0.36,1.1
Bharti Hexacom,"1,891.90","1,816.10","1,850.60","1,830.70",19.90,1.09
Action Const,"1,277.00","1,240.20","1,262.20","1,248.70",13.50,1.08
Tata Chemicals,898.50,880.85,896.60,887.15,9.45,1.07
IDFC First Bank,69.15,67.84,68.69,67.97,0.72,1.06
Cera Sanitary,"6,507.00","6,300.50","6,429.50","6,362.00",67.50,1.06
Jindal Saw,215.70,210.98,214.10,211.90,2.20,1.04
Jindal Saw,215.70,210.98,214.10,211.90,2.20,1.04
KPIL,"1,156.80","1,118.00","1,150.50","1,138.75",11.75,1.03
Tata Power,398.20,391.10,396.85,392.80,4.05,1.03
GAIL,192.25,188.31,191.71,189.80,1.91,1.01
LIC Housing Fin,604.30,592.00,602.40,596.45,5.95,1
HUL,"2,384.00","2,343.60","2,371.60","2,348.30",23.30,0.99
IOC,143.50,141.46,143.38,141.97,1.41,0.99
Adani Total Gas,694.65,676.05,690.35,683.75,6.60,0.97
Alkyl Amines,"1,999.90","1,927.60","1,965.40","1,946.80",18.60,0.96
Inventurus Know,"1,554.50","1,507.00","1,519.90","1,505.60",14.30,0.95
Sundaram Fin,"5,199.50","5,056.50","5,183.00","5,136.50",46.50,0.91
Devyani Int,170.50,167.12,169.08,167.59,1.49,0.89
Route,972.00,945.15,957.70,949.25,8.45,0.89
Adani Energy,888.20,872.05,874.85,867.20,7.65,0.88
Blue Star,"1,575.00","1,522.00","1,545.80","1,532.30",13.50,0.88
Poonawalla Fin,411.80,402.00,407.30,403.75,3.55,0.88
Motilal Oswal,831.00,800.00,817.05,809.90,7.15,0.88
Tata Inv Corp,"6,829.00","6,620.00","6,789.00","6,729.50",59.50,0.88
Afcons Infra,429.70,421.55,426.70,423.05,3.65,0.86
Hindustan Aeron,"5,035.00","4,950.00","5,017.10","4,974.10",43.00,0.86
Hindustan Aeron,"5,035.00","4,950.00","5,017.10","4,974.10",43.00,0.86
Power Finance,411.70,404.10,409.35,405.95,3.40,0.84
Westlife Food,679.70,670.20,674.80,669.25,5.55,0.83
LIC India,966.45,946.40,962.40,954.45,7.95,0.83
TataTeleservice,76.40,71.76,73.51,72.91,0.60,0.82
Chambal Fert,557.90,544.65,555.45,551.00,4.45,0.81
Indegene,611.35,590.45,605.40,600.55,4.85,0.81
Siemens,"3,313.90","3,258.10","3,292.00","3,265.60",26.40,0.81
HDFC AMC,"4,825.00","4,750.00","4,821.20","4,783.00",38.20,0.8
JK Tyre Ind,384.00,370.15,376.25,373.25,3.00,0.8
Saregama India,550.00,537.40,546.85,542.55,4.30,0.79
New India Assur,188.50,184.80,187.91,186.46,1.45,0.78
Chola Fin Hold,"1,890.00","1,849.40","1,880.80","1,866.20",14.60,0.78
Astral Ltd,"1,512.70","1,490.20","1,509.60","1,498.10",11.50,0.77
Bharat Elec,389.25,383.75,387.50,384.60,2.90,0.75
Colgate,"2,494.00","2,455.60","2,474.30","2,455.90",18.40,0.75
AB Capital,225.39,218.44,224.16,222.51,1.65,0.74
Jubilant Food,662.15,650.05,660.40,655.55,4.85,0.74
Sonata,413.60,403.30,412.05,409.05,3.00,0.73
BSE Limited,"2,735.20","2,647.00","2,693.30","2,674.00",19.30,0.72
RITES,282.55,275.40,279.30,277.44,1.86,0.67
Shipping Corp,207.59,199.10,202.87,201.52,1.35,0.67
IRB Infra,52.24,51.12,51.61,51.27,0.34,0.66
IRB Infra,52.24,51.12,51.61,51.27,0.34,0.66
CCL Products,905.00,874.15,889.85,884.15,5.70,0.64
Jaiprakash Pow,15.95,15.39,15.64,15.54,0.10,0.64
Radico Khaitan,"2,579.00","2,519.80","2,548.90","2,532.80",16.10,0.64
Fert and Chem,898.00,873.45,888.35,882.95,5.40,0.61
ZFCVINDIA,"13,799.00","13,257.00","13,450.00","13,368.00",82.00,0.61
BHEL,262.90,258.65,261.40,259.83,1.57,0.6
Coal India,401.40,395.50,399.70,397.30,2.40,0.6
Macrotech Dev,"1,445.00","1,412.10","1,433.90","1,425.50",8.40,0.59
Vijaya Diagnost,965.65,936.00,961.90,956.30,5.60,0.59
Avenue Supermar,"4,044.00","3,981.30","4,025.50","4,002.10",23.40,0.58
Bajaj Finserv,"2,035.70","1,995.10","2,029.00","2,017.40",11.60,0.57
Bajaj Finserv,"2,035.70","1,995.10","2,029.00","2,017.40",11.60,0.57
Motherson SWI,58.42,57.34,58.20,57.88,0.32,0.55
IFCI,69.69,66.12,67.78,67.42,0.36,0.53
Eicher Motors,"5,385.00","5,316.50","5,361.00","5,333.50",27.50,0.52
Apollo Hospital,"7,090.00","6,883.50","6,915.50","6,880.50",35.00,0.51
Rashtriya Chem,151.50,148.09,150.32,149.56,0.76,0.51
Gujarat Gas,467.80,459.00,462.35,460.05,2.30,0.5
Shriram Finance,647.90,625.00,642.55,639.35,3.20,0.5
Shriram Finance,647.90,625.00,642.55,639.35,3.20,0.5
Gillette India,"9,539.50","9,380.00","9,469.00","9,423.00",46.00,0.49
Abbott India,"30,840.00","30,110.00","30,605.00","30,455.00",150.00,0.49
Can Fin Homes,794.00,776.05,791.85,788.15,3.70,0.47
HBL Eng,617.95,598.35,603.15,600.30,2.85,0.47
Engineers India,235.67,226.55,230.52,229.48,1.04,0.45
Bombay Burmah,"2,070.00","2,010.50","2,029.80","2,021.00",8.80,0.44
CG Consumer,355.20,350.00,354.45,352.90,1.55,0.44
Gujarat Fluoro,"3,600.00","3,540.00","3,568.60","3,553.30",15.30,0.43
JB Chemicals,"1,701.90","1,668.80","1,683.50","1,676.30",7.20,0.43
JB Chemicals,"1,701.90","1,668.80","1,683.50","1,676.30",7.20,0.43
CenturyPlyboard,785.00,758.25,781.15,777.90,3.25,0.42
Nestle,"2,415.80","2,391.00","2,406.30","2,396.20",10.10,0.42
Nestle,"2,415.80","2,391.00","2,406.30","2,396.20",10.10,0.42
COFORGE LTD.,"8,615.50","8,452.50","8,585.50","8,550.50",35.00,0.41
REC,406.60,398.00,403.90,402.30,1.60,0.4
Syngene Intl,651.45,642.00,649.00,646.55,2.45,0.38
Ambuja Cements,559.55,549.15,555.55,553.50,2.05,0.37
RBL Bank,214.50,210.41,213.86,213.07,0.79,0.37
Asahi India,754.80,742.00,750.95,748.25,2.70,0.36
Authum Invest,"2,410.60","2,353.60","2,387.50","2,379.20",8.30,0.35
Balrampur Chini,596.00,581.10,592.35,590.30,2.05,0.35
ABSL AMC,759.40,740.95,749.60,747.05,2.55,0.34
Asian Paints,"2,272.30","2,257.90","2,266.70","2,259.10",7.60,0.34
UTI AMC,"1,200.80","1,179.10","1,194.20","1,190.20",4.00,0.34
Chalet Hotels,938.70,915.70,920.75,917.70,3.05,0.33
Caplin Labs,"2,168.00","2,102.00","2,159.80","2,152.60",7.20,0.33
ICICI Bank,"1,460.00","1,432.80","1,450.50","1,445.80",4.70,0.33
IGL,217.37,205.80,207.34,206.66,0.68,0.33
Rail Vikas,411.40,401.00,406.90,405.55,1.35,0.33
Whirlpool,"1,250.00","1,220.80","1,240.00","1,235.90",4.10,0.33
Cipla,"1,474.80","1,458.00","1,470.20","1,465.70",4.50,0.31
Dabur India,490.20,481.55,484.45,482.95,1.50,0.31
Muthoot Finance,"2,229.50","2,189.40","2,222.30","2,215.40",6.90,0.31
Aarti Ind,472.85,463.25,470.65,469.25,1.40,0.3
Hyundai Motor,"1,868.60","1,832.70","1,852.70","1,847.20",5.50,0.3
ITC,420.45,414.55,419.30,418.05,1.25,0.3
Vardhman Text,497.00,489.15,493.20,491.75,1.45,0.29
SBI Card,924.70,914.30,923.65,921.05,2.60,0.28
Indian Renew,176.40,173.01,175.21,174.73,0.48,0.27
ICICI Prudentia,673.90,659.60,664.15,662.40,1.75,0.26
Laurus Labs,614.10,606.20,611.10,609.60,1.50,0.25
Info Edge,"1,438.90","1,400.00","1,430.80","1,427.50",3.30,0.23
NALCO,182.00,176.34,180.77,180.35,0.42,0.23
Capri Global,162.39,151.00,152.01,151.69,0.32,0.21
Capri Global,162.39,151.00,152.01,151.69,0.32,0.21
Apollo Tyres,474.90,464.30,471.50,470.55,0.95,0.2
Linde India,"7,605.00","7,419.50","7,520.00","7,505.50",14.50,0.19
EID Parry,959.90,940.00,951.90,950.15,1.75,0.18
Pfizer,"5,680.00","5,580.00","5,623.50","5,613.30",10.20,0.18
Railtel,405.00,392.80,399.25,398.55,0.70,0.18
Axis Bank,"1,200.90","1,179.20","1,194.40","1,192.20",2.20,0.18
Lupin,"1,964.40","1,941.50","1,961.10","1,957.70",3.40,0.17
SBI,822.55,809.20,813.65,812.30,1.35,0.17
Welspun Living,135.49,130.73,132.84,132.66,0.18,0.14
Exide Ind,392.55,383.10,387.35,386.85,0.50,0.13
Latent View,418.40,411.95,416.60,416.05,0.55,0.13
Narayana Hruda,"1,759.50","1,730.80","1,746.10","1,743.90",2.20,0.13
Larsen,"3,697.30","3,605.60","3,679.60","3,675.10",4.50,0.12
PI Industries,"3,837.20","3,756.00","3,827.90","3,823.70",4.20,0.11
Ashok Leyland,237.75,234.46,236.25,236.03,0.22,0.09
Tata Tech,779.30,765.25,774.30,773.60,0.70,0.09
Swiggy,343.55,327.95,333.30,333.05,0.25,0.08
ACC,"1,893.90","1,862.40","1,884.10","1,882.80",1.30,0.07
3M India,"29,440.00","28,830.00","29,295.00","29,275.00",20.00,0.07
Bikaji Foods,774.95,748.05,765.95,765.40,0.55,0.07
LTIMindtree,"5,122.00","5,001.00","5,072.50","5,068.90",3.60,0.07
ABB India,"5,990.50","5,891.00","5,974.50","5,971.00",3.50,0.06
DCM Shriram,"1,088.00","1,054.40","1,075.90","1,075.25",0.65,0.06
Interglobe Avi,"5,370.00","5,280.00","5,333.00","5,330.00",3.00,0.06
JBM Auto,731.95,713.00,717.50,717.15,0.35,0.05
Wockhardt,"1,514.00","1,441.00","1,466.00","1,465.30",0.70,0.05
Aditya Birla Re,"2,213.00","2,130.90","2,179.00","2,178.20",0.80,0.04
IEX,203.35,198.67,200.63,200.55,0.08,0.04
Bajaj Holdings,"13,549.00","13,184.00","13,418.00","13,414.00",4.00,0.03
BEML,"4,255.00","4,165.00","4,230.50","4,230.10",0.40,0.01
