company_name,high,low,last_price,prev_close,change,percent_gain
Nuvama Wealth,"6,212.00","5,958.50","6,085.00","6,028.00",57,0.95
Jubilant Food,710.70,691.20,702.30,695.75,6.55,0.94
Praj Industries,539.85,520.00,528.40,523.55,4.85,0.93
Jindal Steel,923.80,907.10,914.75,906.40,8.35,0.92
Gujarat Gas,461.70,444.15,454.15,450.05,4.1,0.91
HINDPETRO,402.25,393.00,398.45,394.85,3.6,0.91
Indian Bank,594.80,576.45,582.80,577.55,5.25,0.91
MphasiS,"2,428.60","2,352.00","2,401.80","2,380.70",21.1,0.89
Inox Wind,171.99,166.00,168.95,167.46,1.49,0.89
APTUS VALUE,341.80,328.95,337.10,334.20,2.9,0.87
Zydus Life,854.20,837.90,852.70,845.35,7.35,0.87
Guj Mineral,336.40,323.40,330.85,328.00,2.85,0.87
KNR Construct,236.59,229.50,234.28,232.25,2.03,0.87
Bharat Forge,"1,112.20","1,085.40","1,103.60","1,094.20",9.4,0.86
IDFC First Bank,68.11,66.13,67.20,66.64,0.56,0.84
LT Technology,"4,430.00","4,320.00","4,401.30","4,365.50",35.8,0.82
Thermax,"3,481.00","3,421.00","3,448.90","3,421.60",27.3,0.8
Bosch,"28,350.00","27,655.00","28,020.00","27,800.00",220,0.79
Britannia,"5,485.00","5,384.00","5,435.50","5,393.20",42.3,0.78
Adani Power,579.75,568.75,573.35,569.05,4.3,0.76
CHEMPLAST SANMA,452.00,440.85,448.55,445.30,3.25,0.73
Alembic Pharma,861.40,844.85,855.80,849.65,6.15,0.72
Birla Corp,"1,116.80","1,093.20","1,112.80","1,104.80",8,0.72
Metro Brands,"1,109.80","1,084.10","1,101.90","1,094.00",7.9,0.72
Mahindra Life,331.60,324.30,328.50,326.20,2.3,0.71
CIEINDIA,430.00,417.50,423.85,420.85,3,0.71
SBI,835.50,814.00,822.40,816.70,5.7,0.7
UCO Bank,32.19,31.06,31.49,31.27,0.22,0.7
Karur Vysya,229.10,223.10,226.17,224.63,1.54,0.69
CRISIL,"4,784.00","4,665.20","4,735.10","4,702.90",32.2,0.68
Delhivery,303.50,292.50,294.00,292.00,2,0.68
Interglobe Avi,"5,649.00","5,451.00","5,534.00","5,496.50",37.5,0.68
Rajesh Exports,203.65,195.01,198.99,197.64,1.35,0.68
SBI Card,922.90,896.40,915.80,909.65,6.15,0.68
BPCL,308.50,302.65,306.10,304.05,2.05,0.67
IRFC,133.50,130.51,132.31,131.43,0.88,0.67
MRF,"129,115.00","126,300.00","127,655.00","126,800.00",855,0.67
AB Capital,206.99,202.65,203.82,202.49,1.33,0.66
Narayana Hruda,"1,852.80","1,811.70","1,835.40","1,823.60",11.8,0.65
Oracle Fin Serv,"8,245.00","8,012.50","8,183.00","8,132.50",50.5,0.62
Blue Star,"2,092.40","2,030.40","2,042.30","2,030.10",12.2,0.6
MCX India,"6,089.00","5,942.00","5,977.50","5,942.00",35.5,0.6
Balaji Amines,"1,357.70","1,322.00","1,342.50","1,334.60",7.9,0.59
TITAGARH,809.90,787.30,795.30,790.65,4.65,0.59
United Brewerie,"2,294.90","2,218.30","2,230.80","2,218.00",12.8,0.58
Biocon,337.25,327.70,333.80,331.90,1.9,0.57
Kirloskar Oil,767.80,743.00,754.45,750.20,4.25,0.57
MOTHERSON,135.25,131.40,133.30,132.56,0.74,0.56
GE Shipping,934.20,907.45,911.75,906.85,4.9,0.54
JK Lakshmi Cem,826.10,815.15,821.05,816.60,4.45,0.54
LTIMindtree,"4,360.00","4,248.10","4,320.40","4,297.40",23,0.54
AIA Engineering,"3,215.00","3,115.00","3,147.60","3,131.00",16.6,0.53
VIP Industries,291.75,284.15,290.60,289.10,1.5,0.52
BHEL,232.45,227.10,228.32,227.19,1.13,0.5
Capri Global,170.19,166.71,168.33,167.51,0.82,0.49
Capri Global,170.19,166.71,168.33,167.51,0.82,0.49
MM Financial,279.90,273.65,277.15,275.80,1.35,0.49
PB Fintech,"1,708.70","1,646.10","1,694.00","1,685.70",8.3,0.49
Deepak Nitrite,"2,067.40","2,008.90","2,029.40","2,019.70",9.7,0.48
ICICI Bank,"1,418.80","1,398.90","1,416.50","1,409.80",6.7,0.48
LIC India,827.40,813.65,821.40,817.50,3.9,0.48
Varun Beverages,557.40,548.00,549.45,546.80,2.65,0.48
Varun Beverages,557.40,548.00,549.45,546.80,2.65,0.48
Varun Beverages,557.40,548.00,549.45,546.80,2.65,0.48
P and G,"14,233.00","13,932.00","14,200.00","14,134.00",66,0.47
Chola Fin Hold,"1,988.50","1,916.80","1,967.70","1,958.50",9.2,0.47
Aditya Birla Re,"1,957.60","1,908.90","1,925.10","1,916.40",8.7,0.45
CDSL,"1,334.70","1,305.00","1,312.60","1,306.80",5.8,0.44
Power Finance,444.10,430.55,438.15,436.25,1.9,0.44
One 97 Paytm,902.40,878.60,881.90,878.15,3.75,0.43
Happiest Minds ,590.90,581.25,585.50,583.05,2.45,0.42
LIC Housing Fin,615.25,603.00,608.90,606.35,2.55,0.42
PI Industries,"3,742.50","3,675.30","3,699.50","3,683.90",15.6,0.42
Himadri Special,503.85,479.00,481.00,479.05,1.95,0.41
Vedant Fashions,811.85,790.55,805.60,802.30,3.3,0.41
GE Vernova TD,"1,520.00","1,480.70","1,502.20","1,496.20",6,0.4
Ratnamani Metal,"2,700.00","2,642.80","2,674.50","2,664.20",10.3,0.39
Clean Science,"1,214.90","1,192.00","1,204.80","1,200.40",4.4,0.37
Bandhan Bank,171.50,165.75,168.54,167.94,0.6,0.36
Apollo Tyres,465.85,457.95,462.40,460.80,1.6,0.35
Railtel,322.15,314.05,317.45,316.35,1.1,0.35
Welspun Living,135.17,131.90,132.53,132.07,0.46,0.35
Balkrishna Ind,"2,545.90","2,504.20","2,535.20","2,526.70",8.5,0.34
Divis Labs,"6,018.50","5,823.00","5,911.50","5,891.50",20,0.34
Nestle,"2,420.00","2,390.00","2,407.30","2,399.40",7.9,0.33
Nestle,"2,420.00","2,390.00","2,407.30","2,399.40",7.9,0.33
Abbott India,"31,140.00","30,640.00","31,015.00","30,915.00",100,0.32
Pidilite Ind,"3,064.80","3,019.30","3,028.80","3,019.30",9.5,0.31
Honasa Consumer,236.19,230.01,234.47,233.79,0.68,0.29
Ashok Leyland,225.34,220.91,222.67,222.06,0.61,0.27
Vedanta,418.30,412.30,413.05,411.95,1.1,0.27
SUMITOMO,572.00,549.20,554.45,552.95,1.5,0.27
Alkem Lab,"5,075.00","4,988.70","5,013.60","5,000.40",13.2,0.26
COFORGE LTD.,"7,042.50","6,873.50","6,956.00","6,938.00",18,0.26
Jaiprakash Pow,16.49,15.75,15.88,15.84,0.04,0.25
Poly Medicure,"2,486.50","2,410.00","2,452.20","2,446.30",5.9,0.24
Linde India,"6,650.00","6,500.00","6,515.00","6,500.00",15,0.23
UPL,681.15,666.10,672.70,671.15,1.55,0.23
ICICI Lombard ,"1,857.50","1,834.80","1,845.20","1,841.10",4.1,0.22
NBCC (India),102.50,99.11,100.20,99.98,0.22,0.22
Tech Mahindra,"1,396.00","1,361.20","1,376.50","1,373.50",3,0.22
Info Edge,"7,030.00","6,892.00","6,953.50","6,939.00",14.5,0.21
Supreme Ind,"3,578.00","3,496.20","3,522.20","3,514.80",7.4,0.21
UltraTechCement,"12,017.00","11,850.00","11,959.00","11,934.00",25,0.21
EIH,384.35,377.05,382.30,381.55,0.75,0.2
GSFC,198.30,194.51,196.06,195.66,0.4,0.2
Blue Dart,"6,511.00","6,453.50","6,491.50","6,479.50",12,0.19
NMDC,68.65,67.60,67.96,67.83,0.13,0.19
India Cements,290.85,284.10,289.10,288.65,0.45,0.16
Ujjivan Small,44.95,43.66,44.27,44.20,0.07,0.16
EID Parry,861.80,843.00,851.25,850.05,1.2,0.14
JK Tyre Ind,314.50,306.70,311.95,311.50,0.45,0.14
Sun Pharma,"1,755.00","1,734.50","1,747.40","1,744.90",2.5,0.14
Jubilant Pharmo,925.50,905.25,917.25,915.95,1.3,0.14
PNC Infratech,284.90,278.00,279.10,278.75,0.35,0.13
Tata Motors,633.95,626.20,630.85,630.05,0.8,0.13
Tata Motors,633.95,626.20,630.85,630.05,0.8,0.13
Ajanta Pharma,"2,699.00","2,652.10","2,682.30","2,679.20",3.1,0.12
Guj Amb Exports,128.65,125.50,126.60,126.45,0.15,0.12
Adani Enterpris,"2,483.40","2,441.00","2,445.50","2,442.70",2.8,0.11
Craftsman,"4,803.70","4,730.00","4,777.60","4,772.50",5.1,0.11
CAMS,"4,124.20","3,990.00","4,005.10","4,000.80",4.3,0.11
Cochin Shipyard,"1,508.90","1,472.60","1,488.90","1,487.20",1.7,0.11
Cochin Shipyard,"1,508.90","1,472.60","1,488.90","1,487.20",1.7,0.11
Olectra Greente,"1,263.30","1,238.50","1,245.60","1,244.20",1.4,0.11
IFCI,46.22,44.93,45.53,45.48,0.05,0.11
TVS Motor,"2,771.50","2,723.30","2,738.50","2,735.60",2.9,0.11
Cello World,593.85,578.05,584.85,584.30,0.55,0.09
Rashtriya Chem,145.35,142.25,142.70,142.57,0.13,0.09
Valor Estate,193.80,185.10,186.18,186.04,0.14,0.08
Tanla Platforms,494.20,486.15,490.30,489.90,0.4,0.08
Equitas Bank,68.80,66.30,68.23,68.18,0.05,0.07
Shriram Finance,709.95,700.00,703.50,703.00,0.5,0.07
Shriram Finance,709.95,700.00,703.50,703.00,0.5,0.07
Sonata,326.95,319.90,321.20,321.00,0.2,0.06
HDFC Life,721.85,708.55,712.55,712.20,0.35,0.05
Sundram,924.20,907.90,915.35,914.85,0.5,0.05
Vinati Organics,"1,678.30","1,652.30","1,670.80","1,670.00",0.8,0.05
Chalet Hotels,835.00,819.05,829.05,828.75,0.3,0.04
Titan Company,"3,358.80","3,320.10","3,337.40","3,336.10",1.3,0.04
BASF,"4,751.20","4,640.40","4,659.10","4,657.50",1.6,0.03
IRCTC,779.65,769.00,774.85,774.65,0.2,0.03
Jindal Saw,273.90,267.50,270.95,270.90,0.05,0.02
Jindal Saw,273.90,267.50,270.95,270.90,0.05,0.02
