company_name,high,low,last_price,prev_close,change,percent_gain
Laurus Labs,335.85,330.00,334.85,333.40,1.45,0.43
Firstsource Sol,132.90,129.05,130.60,130.05,0.55,0.42
Hatsun Agro,900.75,876.40,889.10,885.50,3.60,0.41
NOCIL,222.85,220.40,221.15,220.25,0.90,0.41
Ipca Labs,685.90,677.55,684.45,681.70,2.75,0.4
ACC,"1,810.00","1,773.55","1,785.00","1,778.15",6.85,0.39
BSE Limited,539.15,532.50,536.35,534.25,2.10,0.39
HDFC Bank,"1,619.00","1,602.25","1,615.80","1,609.60",6.20,0.39
Navin Fluorine,"4,637.45","4,577.10","4,620.85","4,602.80",18.05,0.39
Edelweiss,67.10,65.05,66.15,65.90,0.25,0.38
New India Assur,123.00,119.00,119.80,119.35,0.45,0.38
Aarti Drugs,461.80,443.80,447.30,445.65,1.65,0.37
Fortis Health,289.65,282.65,287.30,286.25,1.05,0.37
IndusInd Bank,"1,272.45","1,255.90","1,268.05","1,263.40",4.65,0.37
NLC India,95.90,93.70,95.15,94.80,0.35,0.37
Intellect Desig,577.95,565.00,567.00,564.95,2.05,0.36
IRB Infra,27.65,27.25,27.55,27.45,0.10,0.36
IRB Infra,27.65,27.25,27.55,27.45,0.10,0.36
KPR Mill,577.95,568.95,575.10,573.05,2.05,0.36
Blue Star,"1,467.90","1,446.75","1,461.20","1,456.15",5.05,0.35
GlaxoSmithKline,"1,311.00","1,300.00","1,309.00","1,304.45",4.55,0.35
Cyient,"1,345.75","1,297.05","1,309.65","1,305.05",4.60,0.35
Solar Ind,"3,807.15","3,760.05","3,798.55","3,785.20",13.35,0.35
Deepak Fert,549.15,541.40,545.95,544.10,1.85,0.34
Uflex,420.40,413.30,415.70,414.30,1.40,0.34
Infibeam Avenue,15.35,14.50,14.70,14.65,0.05,0.34
ICICI Securitie,500.00,492.95,498.45,496.75,1.70,0.34
REC,133.85,132.05,133.45,133.00,0.45,0.34
M&M,"1,292.80","1,268.35","1,281.85","1,277.80",4.05,0.32
Adani Ports,730.35,720.60,726.85,724.50,2.35,0.32
Shipping Corp,95.40,94.35,95.10,94.80,0.30,0.32
Wockhardt,173.50,171.15,172.20,171.65,0.55,0.32
BPCL,367.00,363.10,364.30,363.30,1.00,0.28
Abbott India,"21,941.65","21,680.00","21,901.45","21,840.90",60.55,0.28
Suven Pharma,477.30,472.00,476.40,475.05,1.35,0.28
Voltas,817.95,809.20,814.55,812.25,2.30,0.28
Adani Enterpris,"2,599.95","2,535.15","2,544.35","2,537.45",6.90,0.27
Finolex Cables,865.00,828.00,843.25,841.05,2.20,0.26
Privi Special,"1,116.85","1,100.00","1,100.15","1,097.25",2.90,0.26
Fine Organics,"4,526.90","4,450.00","4,472.95","4,461.95",11.00,0.25
Hind Zinc,307.85,304.55,305.60,304.90,0.70,0.23
KNR Construct,239.90,237.10,239.25,238.70,0.55,0.23
Shree Renuka,44.45,43.35,43.50,43.40,0.10,0.23
Mahanagar Gas,"1,047.20","1,030.10","1,035.30","1,033.05",2.25,0.22
AB Capital,167.40,164.20,165.25,164.90,0.35,0.21
EPL,192.00,186.70,187.40,187.00,0.40,0.21
Graphite India,331.15,325.00,327.30,326.65,0.65,0.2
Kajaria Ceramic,"1,270.00","1,251.00","1,253.80","1,251.35",2.45,0.2
Rossari,737.80,720.55,726.20,724.75,1.45,0.2
IEX,159.40,154.35,155.80,155.50,0.30,0.19
DLF,484.55,471.55,478.10,477.25,0.85,0.18
Hindustan Aeron,"3,069.90","2,995.55","3,020.20","3,014.70",5.50,0.18
Ajanta Pharma,"1,301.00","1,273.65","1,293.00","1,290.75",2.25,0.17
HINDPETRO,261.90,257.55,258.55,258.10,0.45,0.17
Asian Paints,"3,136.95","3,111.75","3,128.40","3,123.55",4.85,0.16
Balaji Amines,"2,185.75","2,140.00","2,158.75","2,155.25",3.50,0.16
BASF,"2,499.95","2,464.00","2,490.45","2,486.60",3.85,0.15
Bayer CropScien,"4,138.95","4,099.95","4,125.00","4,119.25",5.75,0.14
Lupin,783.60,773.20,779.95,778.85,1.10,0.14
P and G,"13,504.25","13,401.45","13,439.95","13,420.80",19.15,0.14
Zydus Wellness,"1,468.25","1,447.55","1,457.45","1,455.55",1.90,0.13
Guj Amb Exports,246.30,244.25,245.15,244.85,0.30,0.12
HDFC,"2,657.95","2,631.05","2,650.60","2,647.40",3.20,0.12
Jyothy Labs,210.90,208.65,209.90,209.65,0.25,0.12
LIC India,610.20,603.10,604.30,603.60,0.70,0.12
Sudarshan Chem,473.15,453.00,462.15,461.60,0.55,0.12
GMR Airports,45.65,44.50,45.00,44.95,0.05,0.11
360 ONE WAM,419.30,413.20,416.20,415.75,0.45,0.11
360 ONE WAM,419.30,413.20,416.20,415.75,0.45,0.11
Honeywell Autom,"40,350.00","39,631.70","40,015.85","39,971.95",43.90,0.11
Westlife Food,770.00,752.40,766.15,765.45,0.70,0.09
Blue Dart,"6,110.00","6,011.30","6,093.10","6,088.15",4.95,0.08
Linde India,"4,014.80","3,959.60","3,991.40","3,988.05",3.35,0.08
Vaibhav Global,300.00,296.30,298.20,298.00,0.20,0.07
Schaeffler Ind,"2,827.75","2,803.50","2,818.15","2,816.45",1.70,0.06
Tanla Platforms,738.00,719.60,728.85,728.45,0.40,0.05
Kansai Nerolac,412.70,409.30,410.30,410.15,0.15,0.04
Home First,698.45,689.70,692.65,692.40,0.25,0.04
JBM Auto,802.45,786.30,793.00,792.65,0.35,0.04
Bombay Burmah,957.60,940.40,947.50,947.20,0.30,0.03
Dr Lal PathLab,"2,073.55","2,020.00","2,025.95","2,025.55",0.40,0.02
Shoppers Stop,755.00,743.05,750.10,750.00,0.10,0.01
